Last Name,Nationality,Date of Birth,Team,Total Goals,Shots Created per 90 Minutes,Assists
Aguilar,Sweden,31/07/1985,Manchester United,21,4.46,9
Chan,Brazil,03/03/1999,Leeds United,21,4.49,0
Thomas,Scotland,27/08/1987,Leicester City,21,1.37,14
Bennett,France,06/07/1989,Leicester City,21,1.97,9
Crawford,Italy,30/03/1988,Aston Villa,21,3.38,7
Evans,Netherlands,01/04/2002,Liverpool,21,2.58,9
Russell,Spain,25/01/2001,Leeds United,21,3.87,4
Mason,Sweden,11/01/2003,West Ham United,21,1.81,10
Freeman,England,03/01/2002,Leeds United,21,3.68,2
Potts,Uruguay,13/03/1993,Chelsea,21,2.82,5
Hernandez,Germany,05/03/1986,Leicester City,21,0.76,10
Wilson,Sweden,05/05/2002,Leicester City,21,4.87,12
Pope,Brazil,11/02/2004,Manchester City,21,2.27,12
Gonzalez,Denmark,03/06/1992,Aston Villa,21,1.02,9
Hernandez,Netherlands,01/08/1984,Manchester City,21,1.26,0
Anderson,Brazil,09/01/2006,West Ham United,21,4.6,2
Estes,Netherlands,28/03/1995,Everton,21,4.93,14
Anderson,Denmark,19/05/2004,West Ham United,21,1.79,10
Newman,Argentina,22/08/1999,Arsenal,21,1.23,1
Mathis,Denmark,18/02/1997,Arsenal,21,4.18,14
Price,Netherlands,06/09/2001,Leeds United,21,3.7,12
Daugherty,Brazil,27/12/2001,Leicester City,21,0.74,15
Nguyen,Brazil,08/05/1994,Tottenham Hotspur,21,3.33,7
Paul,Sweden,04/02/2001,Newcastle United,21,3.57,15
Daniel,Spain,06/09/1992,Liverpool,21,1.69,8
Sanchez,Netherlands,12/07/1994,Tottenham Hotspur,21,3.8,6
Glenn,England,30/12/1994,Newcastle United,21,1.17,1
Mcgee,Scotland,04/02/1999,Manchester United,21,0.51,3
Chavez,England,11/01/1994,Liverpool,21,3.83,1
Clark,England,13/04/1999,Newcastle United,21,4.05,8
Stokes,Italy,01/01/1990,Everton,21,1.17,0
Houston,France,12/04/1988,Newcastle United,21,1.34,0
Brown,Portugal,05/10/1995,Manchester United,21,4.28,2
Ellis,Argentina,17/02/1990,Aston Villa,21,3.9,1
Thomas,Belgium,24/07/1991,Aston Villa,21,4.92,10
Jones,Spain,09/07/2005,Arsenal,21,4.83,9
Harris,Uruguay,01/10/1986,Liverpool,21,0.75,5
Jefferson,Belgium,15/04/1994,West Ham United,21,0.57,14
Baker,Italy,25/09/2004,Leicester City,21,2.97,13
Jennings,Netherlands,23/06/1984,Liverpool,21,3.84,4
Garcia,Netherlands,19/12/1992,Tottenham Hotspur,21,4.83,2
Mosley,Netherlands,12/10/1993,Chelsea,21,1.27,4
King,England,23/03/1990,Manchester City,21,1.05,14
Diaz,Netherlands,16/05/2001,Liverpool,21,2.02,1
Williams,England,15/12/1998,Leeds United,21,4.19,11
Hill,Brazil,09/03/1988,Leeds United,21,3.73,12
Williams,Spain,27/10/1996,West Ham United,21,3.03,1
Burnett,Netherlands,13/01/1994,Manchester United,21,4.37,2
Pratt,Germany,07/03/1997,Chelsea,21,0.99,4
Sanford,England,29/03/2003,Aston Villa,21,1.24,12
Mcpherson,England,12/11/1995,West Ham United,21,0.52,9
Hernandez,Brazil,22/02/1992,Newcastle United,21,2.7,8
Hamilton,France,11/10/2001,Newcastle United,21,1.91,8
Saunders,Netherlands,06/10/2005,Manchester City,21,2.82,7
Ferguson,Sweden,13/02/2000,Manchester City,21,0.53,4
Schneider,Denmark,01/12/2002,Chelsea,21,2.26,5
Johns,Argentina,16/08/1993,Tottenham Hotspur,21,2.41,9
Ellison,Portugal,15/11/1993,Manchester United,21,0.81,5
Castro,Scotland,08/09/2002,Leicester City,21,1.35,4
Dixon,Spain,10/05/2001,Leicester City,21,0.87,3
Benson,Argentina,16/02/1989,Everton,21,3.07,6
Reid,Netherlands,31/08/1996,Liverpool,21,3.92,12
Russell,Uruguay,09/06/1994,Leicester City,21,0.76,15
Steele,Italy,08/10/1991,Manchester United,21,1.02,14
Adams,Germany,30/04/1999,Everton,21,3.47,5
Allen,Scotland,05/09/2001,Newcastle United,21,2.08,12
King,England,08/05/1985,Everton,21,0.63,13
Gray,Sweden,17/05/1988,Leeds United,21,1.99,13
Baird,Denmark,07/02/2001,Leeds United,21,3.46,9
Rowland,Belgium,26/08/1988,Chelsea,21,4.99,0
Mcfarland,Italy,11/04/1994,Everton,21,1.07,5
Mitchell,Brazil,29/09/1997,Tottenham Hotspur,21,2.7,7
Malone,Denmark,24/01/1991,Arsenal,21,4.91,2
Butler,Denmark,29/04/2004,Chelsea,21,4.3,3
Swanson,Brazil,02/02/2003,Newcastle United,21,0.66,14
Ellis,Portugal,17/05/2003,Liverpool,21,4.49,0
Smith,Brazil,18/09/2001,Leeds United,21,4.64,3
Carey,Brazil,24/07/1987,Everton,21,3.26,14
Rodriguez,Denmark,10/03/1996,Newcastle United,21,1.57,15
Michael,Denmark,20/10/2005,Manchester City,21,3.35,9
Ruiz,Netherlands,09/01/1987,Newcastle United,21,3.19,0
Doyle,Germany,22/10/1993,Leicester City,21,1.14,0
Clements,Argentina,22/07/1998,Arsenal,21,2.18,1
Patel,Belgium,28/09/1997,Everton,21,1.43,5
Patel,Uruguay,24/07/1986,Manchester United,21,4.46,11
Rodriguez,France,25/01/2006,Chelsea,21,3.11,3
Howard,Uruguay,15/10/1996,Arsenal,21,4.01,15
Smith,Scotland,20/12/1988,West Ham United,21,1.23,1
Garcia,Denmark,20/01/1991,Tottenham Hotspur,21,3.33,9
Wilson,Argentina,04/06/1997,Liverpool,21,2.59,12
Wilson,Denmark,15/07/1996,West Ham United,21,4.73,7
Neal,Sweden,15/02/2004,Newcastle United,21,2.85,6
Marsh,Italy,28/02/1994,Manchester United,21,3.12,10
Garcia,Netherlands,05/08/2000,Manchester City,21,2.15,9
Garner,Portugal,02/05/1999,Manchester City,21,3.9,9
Jones,Scotland,08/11/1992,Leeds United,21,2.02,10
Roberts,Uruguay,04/12/1996,Liverpool,21,1.09,11
Davis,Uruguay,12/01/2000,Newcastle United,21,4.08,6
Richardson,Argentina,18/12/1996,Manchester United,21,1.4,9
Mcdonald,Spain,09/03/1989,Liverpool,21,2.73,3
Fisher,Argentina,30/11/2005,Newcastle United,21,1.45,12
Hoffman,Spain,05/11/1984,West Ham United,21,3.83,3
Ball,Sweden,20/07/1998,Newcastle United,21,1.34,11
Ortiz,Argentina,27/09/2006,Aston Villa,21,2.62,11
Jones,Sweden,16/11/2005,Manchester City,21,2.47,12
Torres,Germany,21/06/1987,Chelsea,21,0.74,12
Simmons,England,06/11/1991,Manchester City,21,3.92,2
Williams,Uruguay,02/03/2005,Newcastle United,21,2.16,0
Stein,Italy,12/06/1999,Tottenham Hotspur,21,4.51,10
Valenzuela,Sweden,22/03/1995,Manchester City,21,3.07,7
Gutierrez,Denmark,02/12/2001,Leeds United,21,4.5,0
Gross,Scotland,10/10/2004,West Ham United,21,2,10
Crawford,Portugal,01/02/1996,Everton,21,2.07,7
Walker,Sweden,11/08/1991,Arsenal,20,4.66,6
Jones,Scotland,22/05/2003,Leicester City,20,3.4,11
Aguilar,Netherlands,18/08/1994,Everton,20,1.01,2
Parks,Portugal,16/02/2004,Tottenham Hotspur,20,1.73,11
Davis,Denmark,04/07/1987,Newcastle United,20,4.23,1
Anthony,Denmark,15/11/2003,Manchester United,20,1.12,13
Rogers,England,25/10/2000,Manchester United,20,1.46,3
Castro,Spain,30/01/1990,Arsenal,20,2.29,2
Marquez,Germany,30/06/1993,Aston Villa,20,2.82,10
Williams,Belgium,28/05/2001,Leeds United,20,1.81,5
Gray,Argentina,08/02/1991,West Ham United,20,3.63,11
Ortiz,Scotland,19/01/1994,Leeds United,20,3.29,2
Hopkins,Scotland,28/09/1988,Arsenal,20,4.31,4
Sherman,Belgium,28/09/2006,Aston Villa,20,3.29,15
Barnes,Uruguay,28/12/2002,Arsenal,20,3.86,4
Howard,France,08/02/1996,Tottenham Hotspur,20,3.97,4
Hudson,Uruguay,27/10/1985,Leicester City,20,3.57,10
Allen,Denmark,15/10/1995,Leeds United,20,4.29,5
Cantu,Netherlands,14/07/2002,Tottenham Hotspur,20,1.76,12
Fischer,Argentina,24/06/1993,Leicester City,20,1.81,13
Collins,Italy,16/11/1988,Manchester City,20,0.66,15
Navarro,Sweden,17/09/1995,Manchester United,20,2.1,6
Allen,Spain,24/12/1998,Arsenal,20,4.62,0
Montoya,Sweden,20/02/1997,Aston Villa,20,2.67,2
Arnold,Portugal,02/03/1997,Tottenham Hotspur,20,3.63,11
Moore,Denmark,28/10/1988,Manchester City,20,2.85,4
Richards,Spain,11/08/1995,Leicester City,20,4.98,8
Davis,Brazil,28/05/1995,Chelsea,20,4.81,2
Butler,Argentina,31/03/1988,Aston Villa,20,3.28,4
Kent,France,03/11/1990,Leeds United,20,4.2,7
Ortiz,Brazil,30/01/2002,Arsenal,20,0.62,7
Wallace,Portugal,04/05/1988,Aston Villa,20,3.45,10
Blanchard,Denmark,16/06/2002,Chelsea,20,1.39,7
Guzman,Scotland,13/02/1999,Chelsea,20,3.3,3
Huynh,England,11/04/1996,Tottenham Hotspur,20,3.89,8
Soto,Belgium,21/08/2004,Leicester City,20,1.94,5
Young,Sweden,21/05/1999,Leeds United,20,1.52,11
Cannon,Sweden,08/01/1999,Everton,20,0.71,14
Cox,Germany,22/06/1990,Everton,20,1.81,1
Lester,Argentina,31/01/2005,Aston Villa,20,2.13,13
Acosta,Netherlands,17/01/1998,Leeds United,20,3.09,10
Smith,Brazil,25/08/2006,Newcastle United,20,1.92,12
Wilson,Scotland,29/12/1989,Manchester City,20,2.88,9
Williams,Spain,28/10/1985,Tottenham Hotspur,20,2.8,8
Mcgee,Germany,06/09/1988,Arsenal,20,2.68,15
Parsons,Belgium,19/02/2002,Chelsea,20,1.26,13
Wilson,England,17/06/1989,Everton,20,4.57,15
Goodwin,Italy,13/11/1999,West Ham United,20,0.77,10
Goodwin,Italy,07/09/1984,Everton,20,1.89,14
Savage,Sweden,07/06/2000,Manchester United,20,2.86,14
Lowery,Germany,10/12/1997,Newcastle United,20,1.39,3
Solomon,Germany,17/03/2006,Chelsea,20,2.27,8
Logan,Belgium,18/01/1986,West Ham United,20,2.57,10
Campbell,Italy,02/05/1996,West Ham United,20,3.52,6
Martinez,Uruguay,31/10/1994,Manchester City,20,4.91,7
Martin,Argentina,21/01/1988,Newcastle United,20,4.5,15
Jackson,Netherlands,14/11/1992,Tottenham Hotspur,20,4.73,14
Gonzalez,England,13/08/1985,Chelsea,20,1.19,13
Moreno,Uruguay,23/11/1987,Manchester United,20,1.57,8
Miller,Brazil,28/11/1999,Everton,20,4.5,3
Sutton,Argentina,24/08/1996,Liverpool,20,3.36,5
Simpson,Spain,27/01/2000,Manchester United,20,1.87,2
Schroeder,Germany,25/03/1988,Chelsea,20,2.35,7
Bass,Brazil,15/06/1987,Chelsea,20,2.47,0
West,Spain,20/08/1999,Manchester City,20,2.78,1
Serrano,Belgium,08/04/1994,Newcastle United,20,1.21,14
Watson,Netherlands,21/06/1998,Manchester City,20,4.67,8
Russell,Scotland,14/05/1989,Leeds United,20,4.74,3
Palmer,Spain,24/03/1995,West Ham United,20,1.02,5
Scott,Uruguay,19/09/1992,Manchester City,20,2.04,13
Hale,France,21/09/1988,West Ham United,20,2.19,12
Byrd,Argentina,31/05/2002,Manchester United,20,3.1,5
White,Sweden,02/04/1985,Liverpool,20,2.35,2
Cain,England,02/12/2001,Newcastle United,20,2.74,8
Ross,Uruguay,26/06/1986,Leicester City,20,1.23,1
Becker,Spain,26/06/1994,Everton,20,2.25,15
Orozco,Spain,09/11/1989,Everton,20,4.99,12
Christian,Netherlands,31/07/1990,Aston Villa,20,3.41,9
Wheeler,France,20/04/1988,Newcastle United,20,4.74,15
Young,Argentina,03/02/1985,Everton,20,3.36,11
Vargas,Italy,02/03/1994,Everton,20,4.68,3
Kelley,Scotland,01/06/2005,Everton,20,3.45,11
Navarro,Portugal,15/08/1985,Arsenal,20,2.43,8
Hess,Netherlands,14/08/1995,Arsenal,20,0.61,9
Gomez,Sweden,20/06/1998,Liverpool,20,1.14,6
Marshall,Italy,10/12/1984,Manchester United,20,3.96,9
Moore,Argentina,07/12/2000,Liverpool,20,4.65,15
Johns,Germany,09/07/2004,Tottenham Hotspur,20,2.27,1
Jones,Scotland,29/11/1991,Liverpool,20,4.39,15
Reed,Brazil,26/05/2001,Manchester United,20,2.24,3
Brown,Portugal,22/09/1993,Everton,20,2.49,0
Allen,Portugal,24/04/1984,Aston Villa,20,4.95,14
Wheeler,Netherlands,10/03/2006,West Ham United,20,4.03,1
Johnson,Portugal,18/11/2002,Liverpool,20,4.97,3
Flowers,Scotland,08/09/1994,Leicester City,20,2.44,11
Martin,England,21/03/1996,Leeds United,20,4.67,8
Jackson,Netherlands,14/05/2002,Leicester City,20,4.84,7
Hall,Germany,06/07/1989,Everton,20,4.57,9
Beasley,Sweden,23/08/1985,Tottenham Hotspur,20,3.26,3
Murray,Brazil,03/03/1984,Chelsea,20,2.09,8
Reyes,Denmark,13/08/1999,Everton,20,0.71,3
Butler,England,13/10/1998,Liverpool,20,3.17,11
Davis,Portugal,11/05/2004,Manchester United,20,3.41,12
Wong,Spain,28/02/1995,Arsenal,20,0.62,14
Mcpherson,England,26/06/1998,Arsenal,20,4.44,4
Espinoza,France,06/05/1997,Leicester City,20,4.47,5
Schroeder,Belgium,08/07/1993,Everton,20,4.02,1
Mendoza,Denmark,08/11/1991,Newcastle United,20,2.51,14
Odom,Germany,20/10/1989,Manchester United,20,4.05,1
Nguyen,Brazil,08/03/1990,Manchester City,20,1.29,3
Allen,Germany,08/07/2006,Leicester City,20,4.87,1
Lopez,England,01/03/1996,Chelsea,20,1.16,6
Carter,Scotland,26/04/2002,Manchester City,20,1.89,7
Campbell,Belgium,17/06/1999,Manchester United,20,2.67,13
Herrera,Sweden,31/03/1987,West Ham United,20,1.07,10
Davis,Italy,01/02/1996,Leicester City,20,2.99,6
Moore,France,17/07/2005,Leeds United,20,2.46,3
Perez,Germany,18/09/2003,Arsenal,20,2.73,4
Ashley,Spain,26/05/1987,Aston Villa,20,1.52,12
Contreras,Belgium,12/04/1987,Leeds United,20,1.63,12
Brown,Netherlands,18/01/1995,Leicester City,20,0.75,9
Evans,England,11/10/2003,Aston Villa,20,2.61,12
Gomez,England,03/04/1984,West Ham United,20,4.52,12
Bates,Netherlands,25/11/2002,Newcastle United,20,2.13,13
James,Italy,25/02/1992,West Ham United,20,4.81,0
Cabrera,Portugal,14/08/1992,Aston Villa,20,4.84,5
Bates,Portugal,14/03/2000,Everton,20,3.59,9
Harper,France,19/01/2003,Liverpool,20,4.34,7
Johnson,France,22/09/2000,Arsenal,20,4.61,2
Martinez,Brazil,14/05/2002,Manchester City,20,2.13,11
Melton,Belgium,15/08/1985,Arsenal,20,3.07,3
Merritt,Argentina,13/06/1997,Manchester United,20,3.04,10
Valenzuela,Germany,04/11/2003,Manchester United,20,1.52,6
Anderson,Italy,16/06/2006,Leicester City,20,2.41,2
Castillo,Argentina,27/12/2005,Arsenal,20,2.87,13
Berg,Uruguay,08/04/1999,Leicester City,20,1.06,6
Molina,Spain,11/09/1995,West Ham United,20,3.94,1
Mccarthy,France,06/05/1994,Manchester City,20,3.74,11
Spencer,Denmark,25/05/1989,Manchester City,20,2.17,15
Robinson,France,22/07/1986,West Ham United,20,1.41,10
Hoffman,Scotland,26/06/1986,West Ham United,20,0.99,8
Anderson,Germany,14/05/1998,Manchester City,20,4.91,0
Kelley,Spain,22/09/2004,Leeds United,20,3.86,3
Mcguire,Scotland,06/04/2002,Everton,20,4.49,13
Clark,Scotland,02/04/1998,Chelsea,20,3.74,2
Franklin,Spain,20/05/1996,Arsenal,20,3.2,12
Escobar,Scotland,18/09/1997,Arsenal,20,4.22,0
Moore,Germany,08/01/1989,Everton,20,4.6,10
Peterson,Italy,19/11/1998,Leicester City,20,3.2,7
Ramirez,Scotland,05/04/1991,Leeds United,20,1.77,1
Boyer,Spain,07/01/1991,Liverpool,20,0.67,2
Bowman,Germany,17/08/1998,Manchester United,20,4.74,1
Lopez,Argentina,25/06/1984,Chelsea,20,0.68,13
Owens,Germany,27/05/1986,Leicester City,20,3.56,3
Small,Denmark,28/03/1994,Newcastle United,20,4.56,4
Pearson,Denmark,29/12/1996,Chelsea,20,0.58,5
Wilson,Germany,13/12/2003,Manchester City,20,3.29,14
Russell,Sweden,18/09/1995,Tottenham Hotspur,20,1.71,4
Adams,Germany,13/04/1993,Tottenham Hotspur,20,1.4,4
Jones,England,26/09/1991,Leicester City,20,4.66,15
Lewis,Argentina,23/03/1992,Aston Villa,20,2.28,6
Lambert,Argentina,09/03/2002,Manchester United,20,3.29,15
Jones,Italy,03/09/2004,Everton,20,4.72,10
Graves,France,22/01/2004,Manchester United,20,1.21,2
Colon,Scotland,09/11/1996,Leicester City,20,3.01,1
Ochoa,Italy,19/12/1987,Arsenal,20,2.5,5
King,Brazil,03/06/1992,Everton,20,2.14,0
Floyd,Netherlands,07/03/1999,Arsenal,20,2.31,10
Smith,Denmark,29/06/2001,Chelsea,20,4.24,12
Chen,Brazil,02/05/1997,Leicester City,20,2.61,8
Rodgers,Sweden,07/09/2001,Aston Villa,20,4.33,7
Chen,England,13/03/2000,Chelsea,20,1.86,6
Haynes,Italy,31/08/1997,Chelsea,20,0.75,14
Wong,France,02/04/2002,West Ham United,20,1.64,10
Gomez,Belgium,29/06/1995,Aston Villa,20,1.9,3
Morris,Portugal,28/04/2004,Leicester City,20,1.53,3
Arnold,England,23/11/2005,West Ham United,20,4.16,12
Weaver,Uruguay,19/04/2005,Aston Villa,20,3.51,1
Harris,Sweden,30/05/1993,Everton,20,4.49,12
Henderson,Portugal,04/05/1991,Everton,20,2.23,15
Carroll,Italy,27/12/1990,Liverpool,20,4.8,15
Lee,England,13/11/2005,Leicester City,20,4.72,11
Adams,Scotland,05/05/2000,Manchester United,20,3.7,4
Ballard,Belgium,07/03/1986,Manchester City,20,0.52,7
Brown,France,05/07/2006,Arsenal,20,2.01,5
Luna,Argentina,24/04/1992,Arsenal,20,2.19,8
Kidd,France,20/04/1991,Everton,20,3.75,4
Bruce,England,15/02/1988,Everton,20,1.7,4
Williams,England,18/08/1989,Liverpool,20,3.05,15
Lin,England,20/05/1998,Leicester City,20,4.8,6
Hill,Portugal,06/10/2000,Aston Villa,20,4.82,12
Rodriguez,Portugal,07/03/2004,Leeds United,20,2.54,11
Bailey,Sweden,10/03/2006,Everton,20,1.74,7
Ward,Germany,04/09/1993,Liverpool,20,2.1,2
Smith,Germany,27/06/1984,Tottenham Hotspur,20,4.75,4
Wilson,Belgium,31/10/1986,Chelsea,20,0.51,11
Baker,Uruguay,19/03/1993,Everton,20,1.72,0
Tucker,Sweden,26/02/1998,Newcastle United,20,1.97,4
Logan,Sweden,10/06/1987,West Ham United,20,2.95,2
Greene,Portugal,01/01/1991,Liverpool,20,1.99,2
Shaffer,Sweden,10/07/1993,Arsenal,20,3.98,4
Davidson,Brazil,31/10/1997,Leicester City,20,4.41,6
Brown,Portugal,02/03/1990,Leicester City,20,4.69,3
Taylor,Scotland,25/03/1994,Arsenal,20,4.92,14
Anderson,Denmark,11/11/1996,Liverpool,20,0.62,10
Johnson,Uruguay,15/07/2000,Everton,20,2.45,12
Mcgee,Netherlands,01/01/1988,Liverpool,20,2.86,1
Vasquez,Sweden,04/11/1984,Tottenham Hotspur,20,3.74,2
Smith,Denmark,21/01/2003,Newcastle United,20,4.03,0
Brown,Italy,19/05/2001,Liverpool,20,4.06,10
Curtis,Brazil,01/05/1997,Tottenham Hotspur,20,1.35,8
Espinoza,Germany,29/10/1986,Liverpool,20,2.24,14
Stevens,Sweden,06/02/2006,Manchester United,20,2.23,11
Davis,Brazil,31/10/1994,Newcastle United,20,3.59,13
Benson,Italy,25/06/1995,Manchester United,20,4.14,5
Johnson,Germany,02/01/1992,Leeds United,20,1.53,2
Davis,Spain,29/04/1999,Newcastle United,20,1.97,8
Francis,Belgium,04/07/1994,Leicester City,20,3.14,11
Rodriguez,Scotland,12/01/2003,Tottenham Hotspur,20,3.27,0
Lowe,France,13/05/1991,Newcastle United,20,4.64,15
Arnold,Brazil,12/09/2004,Manchester City,20,2.52,10
Russo,Italy,16/10/2004,Manchester United,20,1.49,13
Rojas,Brazil,01/08/1984,Arsenal,20,3.6,9
Kramer,Belgium,20/06/1995,Chelsea,20,2.98,2
Hooper,Brazil,12/02/2001,Manchester United,20,1.47,8
Gonzalez,Brazil,20/11/1988,Manchester City,20,4.73,4
Martinez,Denmark,19/11/1989,Manchester City,20,1.07,6
Ross,France,21/10/1987,Leeds United,20,3.78,9
Morgan,Argentina,13/06/2005,Leeds United,20,4.43,0
Horne,Portugal,08/03/1994,Chelsea,20,0.81,5
Mccann,Argentina,29/07/1984,Arsenal,20,3.22,5
Sherman,Netherlands,25/02/1992,Chelsea,20,4.34,4
Brown,Brazil,30/04/2006,Manchester City,20,0.66,10
Macdonald,Brazil,22/10/1990,Aston Villa,20,2.65,2
Martin,Spain,12/09/1989,Chelsea,20,3.3,2
Wells,Netherlands,02/07/1997,Manchester United,20,3.98,13
Martin,Spain,30/08/2000,Manchester City,20,2.69,14
Ewing,Scotland,19/08/1985,Tottenham Hotspur,20,2.02,6
Myers,Italy,26/06/1991,Liverpool,20,0.68,11
Blackwell,Scotland,25/01/2006,Arsenal,20,0.76,2
Cummings,Argentina,06/09/1999,Everton,20,0.72,0
Mcdonald,Argentina,09/10/1999,Arsenal,20,3.88,6
Sutton,Brazil,17/01/2005,Aston Villa,20,0.76,2
Sullivan,Scotland,08/05/1990,Manchester United,20,2.06,2
Baker,Argentina,27/06/1993,Everton,20,3.59,12
Roy,Denmark,10/09/1986,Newcastle United,20,3.67,9
Clark,Denmark,02/08/1998,Aston Villa,20,2.51,14
Green,Argentina,25/12/1995,Liverpool,20,1.52,1
Cook,Belgium,01/07/1989,Arsenal,20,4.35,3
Lucas,Belgium,02/02/1992,Aston Villa,20,4.83,7
Lewis,Italy,03/10/1988,Liverpool,20,4.4,11
Stephens,Argentina,13/05/2006,Manchester City,20,1.41,10
Carrillo,Denmark,22/12/1995,Chelsea,20,3.32,13
Benton,Scotland,13/05/1990,Arsenal,20,4.65,11
Oneill,Argentina,22/06/2006,Newcastle United,20,4.42,13
Mayer,Portugal,30/12/1991,Everton,20,2.16,5
Lee,Denmark,02/05/2002,Manchester City,20,0.5,10
Best,Uruguay,24/06/1995,Chelsea,20,1.37,10
Randolph,Scotland,09/10/1984,Liverpool,20,4.85,8
Smith,France,16/11/2003,Liverpool,20,5,3
Gonzales,France,10/01/1994,Arsenal,20,4.3,8
Taylor,England,08/05/1992,Aston Villa,20,1.85,11
King,England,09/03/2003,Leicester City,20,4.1,1
Barton,Portugal,14/08/1987,Arsenal,20,3.93,7
Rosales,Uruguay,07/09/1995,Everton,20,3.5,6
Kline,Scotland,20/10/2002,Aston Villa,20,2.08,9
Gonzalez,Denmark,15/09/1988,Arsenal,20,4.16,6
Walsh,Denmark,03/11/1998,Manchester United,20,4.78,0
Lopez,Sweden,13/11/1996,Manchester City,20,0.86,5
Henson,Germany,12/12/1997,Newcastle United,20,1.31,10
Norman,Germany,26/01/1995,Everton,20,2.93,10
Davis,Portugal,23/10/1993,Everton,20,4.47,5
Turner,Spain,07/02/1996,Aston Villa,20,4.95,11
Newton,Netherlands,18/09/1996,Tottenham Hotspur,20,1,14
Chang,Spain,29/12/1987,Everton,20,3.47,5
Barry,Germany,08/07/1991,Arsenal,20,2.36,7
Davis,Uruguay,28/01/1992,Manchester City,20,4.26,11
Hansen,Denmark,21/01/1997,Aston Villa,20,4.96,12
Arias,Uruguay,18/09/1991,Manchester City,20,2.33,14
Carroll,Argentina,06/10/1988,Newcastle United,20,3.87,6
Miller,Uruguay,06/09/2005,Manchester City,20,1.39,2
Harris,Netherlands,02/06/1997,Liverpool,20,3.64,13
Mejia,Uruguay,23/08/1989,West Ham United,20,1.41,8
Vasquez,Uruguay,15/01/1992,Tottenham Hotspur,20,1.06,8
Jefferson,Spain,10/12/1997,West Ham United,20,2.9,1
Carroll,Portugal,20/06/1997,Arsenal,20,4.23,3
Travis,Germany,30/12/2002,Leeds United,20,2.15,10
Johnson,Argentina,07/07/1995,Aston Villa,20,3.53,7
Miller,Portugal,26/10/1997,Newcastle United,20,0.88,1
Taylor,Italy,04/07/1990,Everton,20,2.79,6
Mcguire,Sweden,07/09/1992,Manchester City,20,1.18,3
Ibarra,Uruguay,17/02/1987,Arsenal,20,1.62,10
Schwartz,Portugal,29/03/2000,Tottenham Hotspur,20,4.22,11
Kim,Netherlands,16/01/1996,Leicester City,20,0.96,12
Edwards,Denmark,25/02/1997,Newcastle United,20,4.89,8
Sandoval,Scotland,06/11/2001,Manchester United,20,3.91,7
Vasquez,England,21/06/2004,Arsenal,20,0.79,13
Graham,Netherlands,20/10/2006,Leeds United,20,1.32,10
Ruiz,Germany,22/08/1991,Aston Villa,20,1.93,0
Hall,Argentina,04/12/1989,Newcastle United,20,3.14,9
Long,Spain,07/12/2006,Arsenal,20,1.02,12
Freeman,France,13/03/1987,Aston Villa,20,3.9,5
Banks,Argentina,30/03/1994,Manchester United,20,4.33,13
Hernandez,Italy,07/05/2000,Manchester City,20,4.69,4
Rocha,Denmark,26/02/1985,Manchester United,20,2.36,8
Harris,Italy,04/05/1989,West Ham United,20,3.42,4
Stewart,England,06/06/2000,Liverpool,20,0.81,13
Brown,Scotland,19/07/1991,Tottenham Hotspur,20,4.17,13
Booth,Netherlands,20/10/1993,Tottenham Hotspur,20,1.08,8
Mathis,Denmark,21/06/1985,West Ham United,20,0.52,7
Beck,Uruguay,14/02/1989,Liverpool,20,3.44,10
Orr,Uruguay,15/10/2005,Manchester United,20,4.15,10
Pugh,Netherlands,02/12/2005,Leicester City,20,4.82,10
Garcia,Portugal,03/05/2002,Everton,20,3.85,12
Wang,Brazil,28/06/1986,Newcastle United,20,3.42,14
Allen,Denmark,19/07/1990,Newcastle United,20,1.63,5
Lowe,Uruguay,14/11/2006,Manchester United,20,0.59,14
Mason,Denmark,21/07/1992,Everton,20,3.3,1
Garcia,Belgium,19/02/1985,Tottenham Hotspur,20,1.01,7
Chavez,Belgium,24/06/1985,Arsenal,20,1.52,0
Nelson,Belgium,23/07/1999,West Ham United,20,4.7,5
Anderson,Spain,19/02/2001,West Ham United,20,3.56,8
Perry,France,30/08/1993,Liverpool,20,4.78,2
Shaffer,Denmark,06/03/1999,Newcastle United,20,4.71,14
Wilkinson,Italy,21/04/1986,Leeds United,20,4.18,13
King,Scotland,14/08/1993,Chelsea,20,3.5,1
Mcgrath,England,02/10/1992,Leeds United,20,1.52,10
Wilson,Netherlands,08/06/1987,Manchester City,20,3.49,5
Byrd,England,16/02/1992,Arsenal,20,1.77,12
Black,Denmark,29/09/2006,Manchester City,20,4.2,10
Bailey,Brazil,15/02/1996,Newcastle United,20,1.08,12
Sexton,Italy,03/02/1995,Manchester City,20,4.82,0
Dixon,Brazil,07/10/1998,West Ham United,20,3.92,9
Warren,Belgium,08/05/1993,Manchester City,19,2.01,2
Schultz,Uruguay,10/01/2004,West Ham United,19,2.26,2
Gonzales,Uruguay,14/02/1998,West Ham United,19,3.81,15
Lam,Argentina,31/03/1985,Leeds United,19,3.88,2
